"ano";"cod_mun";"homicidio";"suicidio";"armas";"drogas";"alcool"
"220110";2006;220110;0;0;0;0;0
"220115";2006;220115;0;0;0;0;1
"220117";2006;220117;0;0;0;0;0
"220120";2006;220120;3;0;0;0;2
"220130";2006;220130;0;0;0;0;0
"220140";2006;220140;0;0;0;0;2
"220150";2006;220150;1;0;1;0;7
"220155";2006;220155;0;0;0;0;0
"220157";2006;220157;0;0;0;0;0
"220160";2006;220160;0;0;0;0;0
"220170";2006;220170;0;0;0;0;0
"220173";2006;220173;1;0;0;0;2
"220177";2006;220177;0;0;0;0;1
"220180";2006;220180;0;0;0;0;0
"220190";2006;220190;1;0;0;0;4
"220191";2006;220191;0;0;0;0;1
"220192";2006;220192;0;0;0;0;0
"220194";2006;220194;0;0;0;0;0
"220196";2006;220196;0;0;0;0;1
"220198";2006;220198;0;0;0;0;0
"220200";2006;220200;2;0;0;0;3
"220202";2006;220202;1;0;0;0;0
"220205";2006;220205;0;0;0;0;2
"220207";2006;220207;0;0;0;0;0
"220208";2006;220208;0;0;0;0;2
"220209";2006;220209;0;0;0;0;0
"220210";2006;220210;0;0;0;0;0
"220211";2006;220211;0;0;0;0;0
"220213";2006;220213;0;0;0;0;0
"220217";2006;220217;1;0;0;0;0
"220220";2006;220220;4;0;1;0;1
"220225";2006;220225;0;0;0;0;0
"220230";2006;220230;4;0;0;0;1
"220240";2006;220240;1;0;0;0;0
"220245";2006;220245;0;0;0;0;2
"220250";2006;220250;2;0;0;0;0
"220253";2006;220253;0;0;0;0;1
"220255";2006;220255;2;0;0;0;1
"220260";2006;220260;2;0;0;0;0
"220265";2006;220265;0;0;0;0;2
"220270";2006;220270;2;0;0;0;4
"220271";2006;220271;0;0;0;0;1
"220272";2006;220272;0;0;0;0;1
"220273";2006;220273;0;0;0;0;0
"220275";2006;220275;1;0;0;0;0
"220277";2006;220277;0;0;0;0;0
"220280";2006;220280;0;0;0;0;1
"220285";2006;220285;0;0;0;0;0
"220290";2006;220290;3;0;0;0;5
"220300";2006;220300;0;0;0;0;0
"220310";2006;220310;1;0;0;0;0
"220320";2006;220320;1;0;0;0;1
"220323";2006;220323;0;0;0;0;0
"220325";2006;220325;1;0;0;0;0
"220327";2006;220327;1;0;0;0;0
"220330";2006;220330;0;0;0;0;1
"220335";2006;220335;0;0;0;0;2
"220340";2006;220340;0;0;0;0;1
"220342";2006;220342;0;0;0;0;0
"220345";2006;220345;0;0;0;0;0
"220350";2006;220350;0;0;0;0;0
"220360";2006;220360;0;0;0;0;0
"220370";2006;220370;3;0;0;0;4
"220375";2006;220375;0;0;0;0;0
"220380";2006;220380;0;0;0;0;0
"220385";2006;220385;1;0;0;0;0
"220390";2006;220390;5;0;0;0;6
"220400";2006;220400;0;0;0;0;0
"220410";2006;220410;0;0;0;0;1
"220415";2006;220415;0;0;0;0;0
"220420";2006;220420;2;0;0;0;0
"220430";2006;220430;1;0;0;0;1
"220435";2006;220435;1;0;0;0;0
"220440";2006;220440;0;0;0;0;0
"220450";2006;220450;0;0;0;0;0
"220455";2006;220455;3;0;0;0;0
"220460";2006;220460;0;0;0;0;0
"220465";2006;220465;0;0;0;0;1
"220470";2006;220470;1;0;0;0;1
"220480";2006;220480;0;0;0;0;0
"220490";2006;220490;0;0;0;0;2
"220500";2006;220500;2;0;0;0;0
"220510";2006;220510;1;0;0;0;0
"220515";2006;220515;0;0;0;0;0
"220520";2006;220520;2;0;0;0;1
"220525";2006;220525;0;0;0;0;2
"220527";2006;220527;0;0;0;0;0
"220530";2006;220530;0;0;0;0;0
"220535";2006;220535;0;0;0;0;0
"220540";2006;220540;0;0;0;0;2
"220545";2006;220545;0;0;0;0;0
"220550";2006;220550;1;0;0;1;3
"220551";2006;220551;1;0;0;0;1
"220552";2006;220552;1;0;0;0;0
"220553";2006;220553;0;0;0;0;0
"220554";2006;220554;0;0;0;0;0
"220555";2006;220555;0;0;0;0;1
"220556";2006;220556;0;0;0;0;2
"220557";2006;220557;1;0;0;0;1
"220558";2006;220558;0;0;0;0;1
"220559";2006;220559;1;0;0;0;1
"220560";2006;220560;0;0;0;0;0
"220570";2006;220570;1;0;0;0;1
"220580";2006;220580;1;0;1;0;0
"220585";2006;220585;2;0;0;0;1
"220590";2006;220590;0;0;0;0;0
"220595";2006;220595;1;0;0;0;1
"220600";2006;220600;0;0;0;0;1
"220605";2006;220605;1;0;0;0;1
"220610";2006;220610;0;0;0;0;0
"220620";2006;220620;0;0;0;0;3
"220630";2006;220630;0;0;0;0;0
"220635";2006;220635;0;0;0;0;1
"220640";2006;220640;0;0;0;0;0
"220650";2006;220650;1;0;0;0;0
"220660";2006;220660;1;0;0;0;0
"220665";2006;220665;0;0;0;0;0
"220667";2006;220667;0;0;0;0;0
"220669";2006;220669;0;0;0;0;1
"220670";2006;220670;2;0;0;0;1
"220675";2006;220675;0;0;0;0;0
"220680";2006;220680;0;0;0;0;0
"220690";2006;220690;0;0;0;0;0
"220695";2006;220695;0;0;0;0;0
"220700";2006;220700;2;0;0;0;3
"220710";2006;220710;0;0;0;0;0
"220720";2006;220720;0;0;0;0;0
"220730";2006;220730;0;0;0;0;0
"220735";2006;220735;0;0;0;0;0
"220740";2006;220740;1;0;0;0;0
"220750";2006;220750;0;0;0;0;1
"220755";2006;220755;0;0;0;0;0
"220760";2006;220760;0;0;0;0;0
"220770";2006;220770;16;0;0;1;16
"220775";2006;220775;0;0;0;0;2
"220777";2006;220777;0;0;0;0;0
"220779";2006;220779;0;0;0;0;0
"220780";2006;220780;4;0;0;0;1
"220785";2006;220785;0;0;0;0;0
"220790";2006;220790;3;0;0;0;9
"220793";2006;220793;0;0;0;0;1
"220795";2006;220795;0;0;0;0;0
"220800";2006;220800;6;0;0;0;5
"220810";2006;220810;1;0;0;0;0
"220820";2006;220820;3;0;0;0;1
"220830";2006;220830;4;0;0;0;1
"220840";2006;220840;7;0;1;0;13
"220850";2006;220850;0;0;0;0;1
"220855";2006;220855;0;0;0;0;0
"220860";2006;220860;0;0;0;0;0
"220865";2006;220865;0;0;0;0;1
"220870";2006;220870;1;0;0;0;0
"220880";2006;220880;1;0;0;0;0
"220885";2006;220885;0;0;0;0;2
"220887";2006;220887;0;0;0;0;0
"220890";2006;220890;0;0;0;0;1
"220900";2006;220900;1;0;0;0;1
"220910";2006;220910;0;0;0;0;0
"220915";2006;220915;1;0;0;0;0
"220920";2006;220920;1;0;0;0;1
"220930";2006;220930;1;0;0;0;1
"220935";2006;220935;0;0;0;0;0
"220937";2006;220937;0;0;0;0;1
"220940";2006;220940;0;0;0;0;0
"220945";2006;220945;0;0;0;0;0
"220950";2006;220950;0;0;0;0;0
"220955";2006;220955;0;0;0;0;0
"220960";2006;220960;0;0;0;0;2
"220965";2006;220965;0;0;0;0;0
"220970";2006;220970;0;0;0;0;1
"220975";2006;220975;0;0;0;0;0
"220980";2006;220980;0;0;0;0;0
"220985";2006;220985;0;0;0;0;0
"220987";2006;220987;2;0;0;0;0
"220990";2006;220990;0;0;0;0;0
"220995";2006;220995;0;0;0;0;1
"220997";2006;220997;0;0;0;0;1
"221000";2006;221000;2;0;1;0;2
"221005";2006;221005;0;0;0;0;0
"221010";2006;221010;0;0;0;0;1
"221020";2006;221020;1;0;0;0;1
"221030";2006;221030;0;0;0;0;0
"221035";2006;221035;0;0;0;0;0
"221037";2006;221037;0;0;0;0;1
"221038";2006;221038;0;0;0;0;0
"221039";2006;221039;0;0;0;0;0
"221040";2006;221040;0;0;0;0;2
"221050";2006;221050;2;0;0;0;0
"221060";2006;221060;2;0;0;0;2
"221062";2006;221062;2;0;1;0;1
"221063";2006;221063;0;0;0;0;0
"221065";2006;221065;1;0;0;0;1
"221070";2006;221070;1;0;0;0;0
"221080";2006;221080;0;0;0;0;2
"221090";2006;221090;0;0;0;0;0
"221093";2006;221093;0;0;0;0;0
"221095";2006;221095;0;0;0;0;1
"221097";2006;221097;0;0;1;0;0
"221100";2006;221100;266;0;0;4;84
"221110";2006;221110;5;0;0;0;5
"221120";2006;221120;1;0;1;0;2
"221130";2006;221130;0;0;0;0;2
"221135";2006;221135;1;0;0;0;0
"221140";2006;221140;0;0;0;0;1
"221150";2006;221150;0;0;0;0;0
"221160";2006;221160;0;0;0;0;0
"221170";2006;221170;0;0;0;0;0
"230010";2006;230010;0;0;0;0;2
"230015";2006;230015;3;0;0;0;1
"230020";2006;230020;5;0;0;0;10
"230030";2006;230030;4;0;1;0;5
"230040";2006;230040;2;0;0;0;1
"230050";2006;230050;1;0;0;0;1
"230060";2006;230060;0;0;0;0;1
"230070";2006;230070;1;0;0;0;1
"230075";2006;230075;2;0;0;0;6
"230080";2006;230080;0;0;0;0;0
"230090";2006;230090;2;0;0;0;3
"230100";2006;230100;9;0;0;0;1
"230110";2006;230110;5;0;0;0;7
"230120";2006;230120;2;0;0;0;1
"230125";2006;230125;2;0;0;0;3
"230130";2006;230130;1;0;0;0;1
"230140";2006;230140;2;0;0;0;3
"230150";2006;230150;0;0;0;0;0
"230160";2006;230160;2;0;0;0;1
"230170";2006;230170;2;0;0;0;2
"230180";2006;230180;0;0;0;0;0
"230185";2006;230185;4;0;0;0;4
"230190";2006;230190;27;0;0;0;14
"230195";2006;230195;2;0;0;0;2
"230200";2006;230200;0;0;0;0;1
"230205";2006;230205;0;0;0;0;2
"230210";2006;230210;6;0;0;0;8
"230220";2006;230220;2;0;0;0;7
"230230";2006;230230;3;0;1;0;3
"230240";2006;230240;18;0;1;0;12
"230250";2006;230250;17;0;1;0;5
"230260";2006;230260;9;0;0;0;5
"230270";2006;230270;1;0;0;0;2
"230280";2006;230280;7;0;0;0;10
"230290";2006;230290;3;0;0;0;0
"230300";2006;230300;3;0;0;0;2
"230310";2006;230310;0;0;0;0;2
"230320";2006;230320;3;0;0;0;3
"230330";2006;230330;0;0;0;0;2
"230340";2006;230340;1;0;0;0;4
"230350";2006;230350;7;0;0;1;8
"230360";2006;230360;0;0;1;0;0
"230365";2006;230365;0;0;0;0;1
"230370";2006;230370;75;0;0;0;27
"230380";2006;230380;6;0;2;0;4
"230390";2006;230390;0;0;0;0;0
"230393";2006;230393;0;0;0;0;0
"230395";2006;230395;1;0;0;0;1
"230400";2006;230400;0;0;0;0;3
"230410";2006;230410;11;0;0;0;12
"230420";2006;230420;21;0;2;0;14
"230423";2006;230423;0;0;0;0;3
"230425";2006;230425;2;0;0;0;0
"230426";2006;230426;2;0;0;0;0
"230427";2006;230427;0;0;0;0;1
"230428";2006;230428;6;0;1;0;1
"230430";2006;230430;2;0;0;0;1
"230435";2006;230435;1;0;0;0;3
"230440";2006;230440;805;0;8;1;271
"230445";2006;230445;0;0;0;0;1
"230450";2006;230450;0;0;0;0;2
"230460";2006;230460;0;0;0;0;1
"230465";2006;230465;1;0;0;0;2
"230470";2006;230470;0;0;0;0;5
"230480";2006;230480;1;0;0;0;0
"230490";2006;230490;1;0;0;0;0
"230495";2006;230495;3;0;0;0;3
"230500";2006;230500;0;0;1;0;12
"230510";2006;230510;0;0;0;0;0
"230520";2006;230520;0;0;0;0;3
"230523";2006;230523;6;0;1;0;3
"230526";2006;230526;3;0;0;0;0
"230530";2006;230530;2;0;0;0;6
"230533";2006;230533;1;0;0;0;1
"230535";2006;230535;0;0;0;0;0
"230540";2006;230540;5;0;0;0;8
"230550";2006;230550;19;0;0;0;16
"230560";2006;230560;1;0;0;0;0
"230565";2006;230565;1;0;0;0;3
"230570";2006;230570;1;0;0;0;3
"230580";2006;230580;9;0;1;0;5
"230590";2006;230590;0;0;0;0;6
"230600";2006;230600;2;0;0;0;2
"230610";2006;230610;1;0;0;0;0
"230620";2006;230620;0;0;0;0;0
"230625";2006;230625;8;0;0;0;0
"230630";2006;230630;11;0;0;0;6
"230640";2006;230640;21;0;0;0;2
"230650";2006;230650;2;0;0;0;1
"230655";2006;230655;1;0;0;0;9
"230660";2006;230660;1;0;0;0;5
"230670";2006;230670;8;0;0;0;0
"230680";2006;230680;2;0;0;0;0
"230690";2006;230690;3;0;0;0;4
"230700";2006;230700;1;0;0;0;3
"230710";2006;230710;2;0;0;0;2
"230720";2006;230720;0;0;0;0;0
"230725";2006;230725;0;0;0;0;0
"230730";2006;230730;66;0;1;1;29
"230740";2006;230740;2;0;0;0;3
"230750";2006;230750;1;0;0;0;2
"230760";2006;230760;12;0;1;0;4
"230763";2006;230763;1;0;0;0;1
"230765";2006;230765;68;0;0;0;21
"230770";2006;230770;19;0;0;0;20
"230780";2006;230780;0;0;0;0;1
"230790";2006;230790;0;0;0;0;2
"230800";2006;230800;0;0;0;0;0
"230810";2006;230810;1;0;0;0;3
"230820";2006;230820;0;0;0;0;1
"230830";2006;230830;4;0;0;0;4
"230835";2006;230835;2;0;0;0;0
"230837";2006;230837;1;0;0;0;1
"230840";2006;230840;4;0;0;0;2
"230850";2006;230850;6;0;0;0;1
"230860";2006;230860;2;0;0;0;4
"230870";2006;230870;13;0;0;0;15
"230880";2006;230880;1;0;0;0;0
"230890";2006;230890;2;0;0;0;3
"230900";2006;230900;0;0;0;0;2
"230910";2006;230910;1;0;0;1;3
"230920";2006;230920;1;0;0;0;2
"230930";2006;230930;3;0;0;0;9
"230940";2006;230940;3;0;0;0;0
"230945";2006;230945;2;0;0;0;2
"230950";2006;230950;5;0;0;0;4
"230960";2006;230960;9;0;0;0;5
"230970";2006;230970;3;0;0;0;2
"230980";2006;230980;0;0;0;0;0
"230990";2006;230990;0;0;0;0;0
"231000";2006;231000;1;0;0;0;1
"231010";2006;231010;1;0;0;0;2
"231020";2006;231020;3;0;0;0;2
"231025";2006;231025;1;0;0;0;4
"231030";2006;231030;0;0;0;0;2
"231040";2006;231040;2;0;0;0;2
"231050";2006;231050;1;0;0;0;4
"231060";2006;231060;1;0;0;0;0
"231070";2006;231070;7;0;0;0;7
"231080";2006;231080;0;0;0;0;5
"231085";2006;231085;0;0;0;0;0
"231090";2006;231090;1;0;0;0;2
"231095";2006;231095;1;0;0;1;3
"231100";2006;231100;0;0;0;0;2
"231110";2006;231110;1;0;1;0;1
"231120";2006;231120;1;0;0;0;0
"231123";2006;231123;1;0;0;0;0
"231126";2006;231126;0;0;0;0;3
"231130";2006;231130;15;0;0;0;19
"231135";2006;231135;1;0;0;0;1
"231140";2006;231140;16;0;1;0;8
"231150";2006;231150;3;0;0;0;4
"231160";2006;231160;4;0;0;0;0
"231170";2006;231170;0;0;0;0;0
"231180";2006;231180;2;0;1;0;13
"231190";2006;231190;1;0;0;0;4
"231195";2006;231195;2;0;0;0;2
"231200";2006;231200;1;0;0;0;4
"231210";2006;231210;0;0;0;0;2
"231220";2006;231220;4;0;1;0;7
"231230";2006;231230;8;0;0;0;7
"231240";2006;231240;10;0;0;0;5
"231250";2006;231250;2;0;0;0;1
"231260";2006;231260;1;0;0;0;1
"231270";2006;231270;2;0;0;0;7
"231280";2006;231280;1;0;0;0;1
"231290";2006;231290;56;0;0;2;47
"231300";2006;231300;2;0;0;0;1
"231310";2006;231310;8;0;0;0;2
"231320";2006;231320;1;0;0;0;0
"231325";2006;231325;0;0;0;0;0
"231330";2006;231330;5;0;2;0;7
"231335";2006;231335;2;0;0;0;2
"231340";2006;231340;11;0;0;1;12
"231350";2006;231350;5;0;0;0;1
"231355";2006;231355;2;0;0;0;1
"231360";2006;231360;2;0;0;0;8
"231370";2006;231370;0;0;0;0;1
"231375";2006;231375;0;0;0;0;2
"231380";2006;231380;3;0;0;0;2
"231390";2006;231390;2;0;0;0;2
"231395";2006;231395;0;0;0;0;1
"231400";2006;231400;2;0;0;1;4
"231410";2006;231410;4;0;0;0;7
"240010";2006;240010;0;0;0;0;1
"240020";2006;240020;9;0;0;0;2
"240030";2006;240030;0;0;0;0;0
"240040";2006;240040;0;0;0;0;0
"240050";2006;240050;2;0;0;0;0
"240060";2006;240060;0;0;0;0;0
"240070";2006;240070;1;0;0;0;0
"240080";2006;240080;1;0;0;0;1
"240090";2006;240090;1;0;0;0;1
"240100";2006;240100;1;0;1;0;0
"240110";2006;240110;0;0;0;0;5
"240120";2006;240120;2;0;0;0;4
"240130";2006;240130;2;0;0;0;1
"240140";2006;240140;1;0;0;0;0
"240145";2006;240145;3;0;0;0;1
"240150";2006;240150;0;0;0;0;0
"240160";2006;240160;0;0;0;0;0
"240165";2006;240165;0;0;0;0;0
"240170";2006;240170;0;0;0;0;0
"240180";2006;240180;0;0;0;0;0
"240185";2006;240185;0;0;0;0;2
"240190";2006;240190;0;0;0;0;0
"240200";2006;240200;5;0;0;0;9
"240210";2006;240210;0;0;0;0;0
"240220";2006;240220;4;0;0;0;2
"240230";2006;240230;6;0;0;0;3
"240240";2006;240240;0;0;0;0;1
"240250";2006;240250;1;0;0;0;0
"240260";2006;240260;8;0;0;0;8
"240270";2006;240270;0;0;0;0;0
"240280";2006;240280;1;0;0;0;0
"240290";2006;240290;0;0;0;0;0
"240300";2006;240300;0;0;0;0;2
"240310";2006;240310;5;0;0;0;4
"240320";2006;240320;0;0;0;0;1
"240325";2006;240325;21;0;0;0;9
"240330";2006;240330;0;0;0;0;1
"240340";2006;240340;0;0;0;0;0
"240350";2006;240350;0;0;0;0;0
"240360";2006;240360;7;0;0;0;0
"240370";2006;240370;1;0;0;0;0
"240375";2006;240375;0;0;0;0;0
"240380";2006;240380;0;0;1;0;0
"240390";2006;240390;0;0;0;0;1
"240400";2006;240400;0;0;0;0;0
"240410";2006;240410;0;0;0;0;0
"240420";2006;240420;2;0;0;0;1
"240430";2006;240430;3;0;0;0;0
"240440";2006;240440;0;0;0;0;1
"240450";2006;240450;5;0;1;0;0
"240460";2006;240460;0;0;0;0;1
"240470";2006;240470;4;0;0;0;1
"240480";2006;240480;1;0;1;0;0
"240485";2006;240485;2;0;0;0;0
"240490";2006;240490;0;0;0;0;0
"240500";2006;240500;1;0;0;0;0
"240510";2006;240510;0;0;0;0;0
"240520";2006;240520;2;0;0;0;3
"240530";2006;240530;1;0;0;0;0
"240540";2006;240540;0;0;0;0;0
"240550";2006;240550;1;0;0;0;0
"240560";2006;240560;2;0;0;0;0
"240570";2006;240570;0;0;0;0;0
"240580";2006;240580;2;0;0;0;2
"240590";2006;240590;1;0;0;0;0
"240600";2006;240600;0;0;0;0;1
"240610";2006;240610;1;0;0;0;1
"240615";2006;240615;0;0;0;0;0
"240620";2006;240620;0;0;0;0;0
"240630";2006;240630;0;0;0;0;0
"240640";2006;240640;0;0;0;0;0
"240650";2006;240650;1;0;0;0;0
"240660";2006;240660;0;0;0;0;0
"240670";2006;240670;0;0;0;0;0
"240680";2006;240680;0;0;0;0;0
"240690";2006;240690;1;0;0;0;0
"240700";2006;240700;0;0;0;0;0
"240710";2006;240710;5;0;12;0;5
"240720";2006;240720;1;0;0;0;2
"240725";2006;240725;0;0;0;0;0
"240730";2006;240730;0;0;0;0;0
"240740";2006;240740;0;0;0;0;1
"240750";2006;240750;2;0;1;0;0
"240760";2006;240760;1;0;0;0;1
"240770";2006;240770;1;0;0;0;0
"240780";2006;240780;2;0;0;0;0
"240790";2006;240790;0;0;0;0;0
"240800";2006;240800;78;0;6;2;41
"240810";2006;240810;42;0;9;3;92
"240820";2006;240820;1;0;1;0;0
"240830";2006;240830;3;0;0;0;3
"240840";2006;240840;0;0;0;0;0
"240850";2006;240850;0;0;0;0;1
"240860";2006;240860;0;0;0;0;1
"240870";2006;240870;0;0;0;0;0
"240880";2006;240880;1;0;0;0;1
"240890";2006;240890;3;0;0;0;1
"240895";2006;240895;0;0;0;0;0
"240910";2006;240910;0;0;0;0;0
"240920";2006;240920;1;0;0;0;0
"240930";2006;240930;0;0;0;0;1
"240933";2006;240933;1;0;0;0;0
"240940";2006;240940;6;0;0;1;10
"240950";2006;240950;0;0;0;0;0
"240970";2006;240970;1;0;0;0;2
"240980";2006;240980;1;0;0;0;3
"240990";2006;240990;0;0;0;0;1
"241000";2006;241000;0;0;0;0;0
"241010";2006;241010;2;0;0;0;0
"241020";2006;241020;0;0;0;0;0
"241025";2006;241025;1;0;0;0;0
"241030";2006;241030;1;0;0;0;0
"241040";2006;241040;1;0;0;0;0
"241050";2006;241050;0;0;0;0;0
"241060";2006;241060;1;0;0;0;0
"241070";2006;241070;0;0;0;0;0
"241080";2006;241080;0;0;0;0;1
"241090";2006;241090;0;0;0;0;0
"241100";2006;241100;0;0;0;0;0
"241105";2006;241105;0;0;0;0;0
"241110";2006;241110;0;0;0;0;0
"241120";2006;241120;3;0;0;0;2
"241140";2006;241140;0;0;0;0;2
"241142";2006;241142;0;0;0;0;0
"241150";2006;241150;0;0;0;0;4
"241160";2006;241160;0;0;0;0;1
"241180";2006;241180;0;0;0;0;0
"241190";2006;241190;1;0;0;0;0
"241200";2006;241200;4;0;2;0;3
"241210";2006;241210;0;0;0;0;0
"241220";2006;241220;4;0;0;0;3
"241230";2006;241230;2;0;0;0;0
"241240";2006;241240;0;0;0;0;1
"241250";2006;241250;1;0;0;0;2
"241255";2006;241255;0;0;0;0;0
"241260";2006;241260;1;0;0;0;1
"241270";2006;241270;0;0;0;0;2
"241280";2006;241280;1;0;1;0;2
"241290";2006;241290;1;0;0;0;3
"241300";2006;241300;0;0;0;0;0
"241310";2006;241310;1;0;0;0;1
"241320";2006;241320;1;0;0;0;1
"241330";2006;241330;0;0;0;0;1
"241335";2006;241335;1;0;0;0;2
"241340";2006;241340;2;0;1;0;1
"241350";2006;241350;1;0;0;0;3
"241355";2006;241355;0;0;0;0;0
"241360";2006;241360;1;0;0;0;0
"241370";2006;241370;0;0;0;0;0
"241380";2006;241380;0;0;0;0;1
"241390";2006;241390;0;0;0;0;2
"241400";2006;241400;1;0;0;0;1
"241410";2006;241410;0;0;0;0;0
"241415";2006;241415;0;0;0;0;0
"241420";2006;241420;1;0;0;0;0
"241430";2006;241430;0;0;0;0;1
"241440";2006;241440;0;0;0;0;3
"241445";2006;241445;0;0;0;0;0
"241450";2006;241450;2;0;0;0;1
"241460";2006;241460;0;0;0;0;1
"241470";2006;241470;0;0;0;0;0
"241475";2006;241475;0;0;0;0;0
"241480";2006;241480;1;0;0;0;0
"241490";2006;241490;0;0;0;0;0
"241500";2006;241500;0;0;0;0;0
"250000";2006;250000;0;0;0;0;0
"250010";2006;250010;2;0;0;0;1
"250020";2006;250020;1;0;1;0;0
"250030";2006;250030;1;0;0;0;2
"250040";2006;250040;0;0;0;0;1
"250050";2006;250050;0;0;0;0;1
"250053";2006;250053;2;0;0;0;0
"250057";2006;250057;0;0;0;0;0
"250060";2006;250060;3;0;0;0;3
"250070";2006;250070;1;0;0;0;0
"250073";2006;250073;0;0;0;0;0
"250077";2006;250077;0;0;0;0;0
"250080";2006;250080;1;0;0;0;0
"250090";2006;250090;4;0;0;0;0
"250100";2006;250100;5;0;0;0;0
"250110";2006;250110;2;0;0;0;5
"250115";2006;250115;0;0;0;0;0
"250120";2006;250120;1;0;0;0;0
"250130";2006;250130;1;0;0;0;0
"250135";2006;250135;0;0;0;0;0
"250140";2006;250140;0;0;0;0;0
"250150";2006;250150;3;0;0;0;14
"250153";2006;250153;0;0;0;0;0
"250157";2006;250157;3;0;0;0;0
"250160";2006;250160;3;0;0;0;0
"250170";2006;250170;1;0;0;0;0
"250180";2006;250180;26;0;0;0;7
"250190";2006;250190;1;0;0;0;0
"250200";2006;250200;0;0;0;0;0
"250205";2006;250205;0;0;0;0;0
"250210";2006;250210;0;0;0;0;1
"250215";2006;250215;1;0;0;0;0
"250220";2006;250220;0;0;0;0;0
"250230";2006;250230;0;0;0;0;0
"250240";2006;250240;0;0;0;0;3
"250250";2006;250250;3;0;0;0;0
"250260";2006;250260;0;0;0;0;0
"250270";2006;250270;0;0;0;0;0
"250280";2006;250280;6;0;0;0;0
"250290";2006;250290;0;0;0;0;0
"250300";2006;250300;8;0;0;0;0
"250310";2006;250310;0;0;0;0;0
"250320";2006;250320;14;0;0;0;2
"250330";2006;250330;0;0;0;0;0
"250340";2006;250340;0;0;0;0;1
"250350";2006;250350;0;0;0;0;0
"250355";2006;250355;0;0;0;0;2
"250360";2006;250360;0;0;0;0;0
"250370";2006;250370;0;0;0;0;4
"250375";2006;250375;0;0;0;0;0
"250380";2006;250380;0;0;0;0;0
"250390";2006;250390;0;0;0;0;1
"250400";2006;250400;142;0;0;2;46
"250403";2006;250403;0;0;0;0;0
"250407";2006;250407;0;0;0;0;1
"250410";2006;250410;0;0;0;0;0
"250415";2006;250415;0;0;0;0;0
"250420";2006;250420;0;0;0;0;1
"250430";2006;250430;3;0;0;0;7
"250435";2006;250435;1;0;0;0;0
"250440";2006;250440;1;0;0;0;2
"250450";2006;250450;0;0;0;0;0
"250460";2006;250460;8;0;0;0;1
"250470";2006;250470;2;0;0;0;1
"250480";2006;250480;2;0;0;0;2
"250485";2006;250485;0;0;0;0;1
"250490";2006;250490;0;0;0;0;0
"250500";2006;250500;0;0;0;0;0
"250510";2006;250510;2;0;0;0;3
"250520";2006;250520;1;0;0;0;0
"250523";2006;250523;1;0;0;0;1
"250527";2006;250527;0;0;0;0;0
"250530";2006;250530;0;0;0;0;0
"250535";2006;250535;0;0;0;0;1
"250540";2006;250540;1;0;0;0;2
"250550";2006;250550;1;0;0;0;0
"250560";2006;250560;1;0;0;0;0
"250570";2006;250570;0;0;0;0;0
"250580";2006;250580;0;0;0;0;0
"250590";2006;250590;0;0;0;0;0
"250600";2006;250600;7;0;0;0;15
"250610";2006;250610;0;0;0;0;0
"250620";2006;250620;0;0;0;0;0
"250625";2006;250625;0;0;0;0;0
"250630";2006;250630;11;0;1;1;16
"250640";2006;250640;0;0;0;0;0
"250650";2006;250650;0;0;0;0;0
"250660";2006;250660;0;0;0;0;0
"250670";2006;250670;0;0;0;0;1
"250680";2006;250680;2;0;0;0;0
"250690";2006;250690;1;0;0;0;3
"250700";2006;250700;5;0;0;0;1
"250710";2006;250710;1;0;0;0;0
"250720";2006;250720;0;0;0;0;0
"250730";2006;250730;1;0;0;0;0
"250740";2006;250740;4;0;0;0;0
"250750";2006;250750;318;0;3;0;83
"250760";2006;250760;1;0;0;0;0
"250770";2006;250770;3;0;0;0;0
"250780";2006;250780;0;0;0;0;0
"250790";2006;250790;4;0;0;0;1
"250800";2006;250800;0;0;0;0;0
"250810";2006;250810;0;0;0;0;1
"250820";2006;250820;0;0;0;0;2
"250830";2006;250830;3;0;0;0;0
"250840";2006;250840;0;0;0;0;0
"250850";2006;250850;0;0;0;0;0
"250855";2006;250855;0;0;0;0;0
"250860";2006;250860;0;0;0;0;0
"250870";2006;250870;0;0;0;0;0
"250880";2006;250880;0;0;0;0;0
"250890";2006;250890;4;0;0;0;0
"250900";2006;250900;1;0;0;0;2
"250905";2006;250905;0;0;0;0;0
"250910";2006;250910;2;0;0;0;0
"250915";2006;250915;0;0;0;0;0
"250920";2006;250920;0;0;0;0;0
"250930";2006;250930;0;0;0;0;0
"250933";2006;250933;1;0;0;0;0
"250937";2006;250937;0;0;0;0;0
"250939";2006;250939;0;0;0;0;0
"250940";2006;250940;0;0;0;0;0
"250950";2006;250950;1;0;0;0;0
"250960";2006;250960;0;0;0;0;0
"250970";2006;250970;8;0;0;0;6
"250980";2006;250980;3;0;0;0;0
"250990";2006;250990;1;0;0;0;1
"251000";2006;251000;0;0;0;0;0
"251010";2006;251010;0;0;0;0;0
"251020";2006;251020;0;0;0;0;0
"251030";2006;251030;0;0;0;0;0
"251040";2006;251040;2;0;0;0;0
"251050";2006;251050;0;0;0;0;0
"251060";2006;251060;0;0;0;0;1
"251065";2006;251065;1;0;0;0;0
"251070";2006;251070;0;0;0;0;0
"251080";2006;251080;15;0;0;1;15
"251090";2006;251090;2;0;0;0;0
"251100";2006;251100;0;0;0;0;0
"251110";2006;251110;0;0;0;0;0
"251120";2006;251120;10;0;0;0;3
"251130";2006;251130;1;0;0;0;4
